local timestamp;server timestamp;city;temp;wind_speed;wind_dir
2023-11-08 15:36:21;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:36:21;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:36:21;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:36:21;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:36:56;2023-11-08 15:28:15;Sopron;13.1;3.2;307
2023-11-08 15:36:56;2023-11-08 15:27:32;Debrecen;10.87;3.09;280
2023-11-08 15:36:56;2023-11-08 15:27:40;Pécs;11.98;3.09;280
2023-11-08 15:36:56;2023-11-08 15:24:53;Kecskemét;11.52;5.14;300
2023-11-08 15:36:56;2023-11-08 15:25:09;Budapest;11.96;6.69;300
2023-11-08 15:37:15;2023-11-08 15:23:19;Budapest;11.96;6.69;300
2023-11-08 15:37:15;2023-11-08 15:27:32;Pécs;11.98;3.09;280
2023-11-08 15:37:15;2023-11-08 15:27:32;Debrecen;10.87;3.09;280
2023-11-08 15:37:15;2023-11-08 15:27:32;Sopron;13.1;3.2;307
2023-11-08 15:37:15;2023-11-08 15:25:35;Kecskemét;11.52;5.14;300
2023-11-08 15:37:46;2023-11-08 15:24:53;Kecskemét;11.52;5.14;300
2023-11-08 15:37:46;2023-11-08 15:25:02;Debrecen;10.87;3.09;280
2023-11-08 15:37:46;2023-11-08 15:27:32;Sopron;13.1;3.2;307
2023-11-08 15:37:46;2023-11-08 15:25:16;Budapest;11.96;6.69;300
2023-11-08 15:37:46;2023-11-08 15:28:57;Pécs;11.98;3.09;280
2023-11-08 15:39:58;2023-11-08 15:35:38;Kecskemét;12.03;6.17;320
2023-11-08 15:39:58;2023-11-08 15:35:17;Pécs;11.98;3.09;280
2023-11-08 15:39:58;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:39:58;2023-11-08 15:36:21;Sopron;10;1.85;302
2023-11-08 15:39:58;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:40:12;2023-11-08 15:35:59;Debrecen;10.87;3.09;280
2023-11-08 15:40:12;2023-11-08 15:35:29;Budapest;11.41;6.69;300
2023-11-08 15:40:12;2023-11-08 15:39:50;Kecskemét;11.59;6.17;320
2023-11-08 15:40:12;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:40:12;2023-11-08 15:40:12;Pécs;11.98;3.09;280
2023-11-08 15:40:44;2023-11-08 15:38:55;Debrecen;10.87;3.09;280
2023-11-08 15:40:44;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:40:44;2023-11-08 15:38:55;Pécs;11.98;3.09;280
2023-11-08 15:40:44;2023-11-08 15:40:38;Budapest;11.65;6.69;300
2023-11-08 15:40:44;2023-11-08 15:40:44;Kecskemét;12.02;6.17;320
2023-11-08 15:40:59;2023-11-08 15:37:41;Kecskemét;11.59;6.17;320
2023-11-08 15:40:59;2023-11-08 15:36:01;Debrecen;10.87;3.09;280
2023-11-08 15:40:59;2023-11-08 15:40:12;Sopron;10;1.85;302
2023-11-08 15:40:59;2023-11-08 15:38:55;Pécs;11.98;3.09;280
2023-11-08 15:40:59;2023-11-08 15:39:00;Budapest;11.28;6.69;300
2023-11-08 15:41:11;2023-11-08 15:35:17;Pécs;11.98;3.09;280
